MCM Name,Smiles String,InChl Identifier,formula,idx_species
DE35TO, CCc1cc(C)cc(c1)C(C)[O] ," InChI=1S/C11H15O/c1-4-10-5-8(2)6-11(7-10)9(3)12/h5-7,9H,4H2,1-3H3 ",C11H15O,1262
DE35TOH, CCc1cc(C)cc(c1)C(C)O ," InChI=1S/C11H16O/c1-4-10-5-8(2)6-11(7-10)9(3)12/h5-7,9,12H,4H2,1-3H3 ",C11H16O,1263
EMPHCOME, CCc1cc(C)cc(c1)C(=O)C ," InChI=1S/C11H14O/c1-4-10-5-8(2)6-11(7-10)9(3)12/h5-7H,4H2,1-3H3 ",C11H14O,1264
DEMPHSMS1O, CCc1cc(CC)c([O])c(C)c1 ," InChI=1S/C11H15O/c1-4-9-6-8(3)11(12)10(5-2)7-9/h6-7H,4-5H2,1-3H3 ",C11H15O,1265
NDEMPHOLO2, CCC12OOC(CC)(C2ON(=O)=O)C(O)(O[O])C(=C1)C ," InChI=1S/C11H16NO8/c1-4-9-6-7(3)11(13,18-16)10(5-2,20-19-9)8(9)17-12(14)15/h6,8,13H,4-5H2,1-3H3 ",C11H16NO8,1266
DEMPHOLO2, CCC12OOC(CC)(C=C(C)C2(O)O[O])C1O ," InChI=1S/C11H17O6/c1-4-9-6-7(3)11(13,15-14)10(5-2,8(9)12)17-16-9/h6,8,12-13H,4-5H2,1-3H3 ",C11H17O6,1267
DETLBPROOH, OOC1C(=CC2(CC)OOC1(C)C2O)CC ," InChI=1S/C11H18O5/c1-4-7-6-11(5-2)9(12)10(3,15-16-11)8(7)14-13/h6,8-9,12-13H,4-5H2,1-3H3 ",C11H18O5,1268
DETLBIPNO3, CCC1=CC2(CC)OOC(C)(C1ON(=O)=O)C2O ," InChI=1S/C11H17NO6/c1-4-7-6-11(5-2)9(13)10(3,17-18-11)8(7)16-12(14)15/h6,8-9,13H,4-5H2,1-3H3 ",C11H17NO6,1269
DETLBIPRO, CCC1=CC2(CC)OOC(C)(C1[O])C2O ," InChI=1S/C11H17O4/c1-4-7-6-11(5-2)9(13)10(3,8(7)12)14-15-11/h6,8-9,13H,4-5H2,1-3H3 ",C11H17O4,1270
DETLBPR2OH, CCC1=CC2(CC)OOC(C)(C1O)C2O ," InChI=1S/C11H18O4/c1-4-7-6-11(5-2)9(13)10(3,8(7)12)14-15-11/h6,8-9,12-13H,4-5H2,1-3H3 ",C11H18O4,1271
DETLOBPROH, CCC1=CC2(CC)OOC(C)(C1=O)C2O ," InChI=1S/C11H16O4/c1-4-7-6-11(5-2)9(13)10(3,8(7)12)14-15-11/h6,9,13H,4-5H2,1-3H3 ",C11H16O4,1272
DETLMUCO3, CCC(=O)C=C(C)C1OC1(CC)C(=O)O[O] ," InChI=1S/C11H15O5/c1-4-8(12)6-7(3)9-11(5-2,15-9)10(13)16-14/h6,9H,4-5H2,1-3H3 ",C11H15O5,1273
EPXEALKT, CCC1(C=O)OC1C(=O)C ," InChI=1S/C7H10O3/c1-3-7(4-8)6(10-7)5(2)9/h4,6H,3H2,1-2H3 ",C7H10O3,1274
DETLMUCO2, CCC(=O)C(O)C(C)(O[O])C1OC1(CC)C=O ," InChI=1S/C11H17O6/c1-4-7(13)8(14)10(3,17-15)9-11(5-2,6-12)16-9/h6,8-9,14H,4-5H2,1-3H3 ",C11H17O6,1275
C9M2CO6O2, CCC(=O)C=C(C)C(O[O])C(=O)CC ," InChI=1S/C10H15O4/c1-4-8(11)6-7(3)10(14-13)9(12)5-2/h6,10H,4-5H2,1-3H3 ",C10H15O4,1276
NSTYRENOOH, OOC(CON(=O)=O)c1ccccc1 ," InChI=1S/C8H9NO5/c10-9(11)13-6-8(14-12)7-4-2-1-3-5-7/h1-5,8,12H,6H2 ",C8H9NO5,1277
NSTYRENEO, O=N(=O)OCC([O])c1ccccc1 ," InChI=1S/C8H8NO4/c10-8(6-13-9(11)12)7-4-2-1-3-5-7/h1-5,8H,6H2 ",C8H8NO4,1278
PHCHOO, [O-][O+]=Cc1ccccc1 , InChI=1S/C7H6O2/c8-9-6-7-4-2-1-3-5-7/h1-6H ,C7H6O2,1279
STYRENOOH, OOCC(O)c1ccccc1 ," InChI=1S/C8H10O3/c9-8(6-11-10)7-4-2-1-3-5-7/h1-5,8-10H,6H2 ",C8H10O3,1280
STYRENO, [O]CC(O)c1ccccc1 ," InChI=1S/C8H9O2/c9-6-8(10)7-4-2-1-3-5-7/h1-5,8,10H,6H2 ",C8H9O2,1281
C6H5CO3H, OOC(=O)c1ccccc1 ," InChI=1S/C7H6O3/c8-7(10-9)6-4-2-1-3-5-6/h1-5,9H ",C7H6O3,1282
PHCOOH, OC(=O)c1ccccc1 ," InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9) ",C7H6O2,1283
PBZN, O=N(=O)OOC(=O)c1ccccc1 , InChI=1S/C7H5NO5/c9-7(12-13-8(10)11)6-4-2-1-3-5-6/h1-5H ,C7H5NO5,1284
C6H5OOH, OOc1ccccc1 ," InChI=1S/C6H6O2/c7-8-6-4-2-1-3-5-6/h1-5,7H ",C6H6O2,1285
CH2CLOOH, OOCCl ," InChI=1S/CH3ClO2/c2-1-4-3/h3H,1H2 ",CH3ClO2,1286
CH2CLO, [O]CCl , InChI=1S/CH2ClO/c2-1-3/h1H2 ,CH2ClO,1287
CH2CLOH, OCCl ," InChI=1S/CH3ClO/c2-1-3/h3H,1H2 ",CH3ClO,1288
CHCL2OOH, OOC(Cl)Cl ," InChI=1S/CH2Cl2O2/c2-1(3)5-4/h1,4H ",CH2Cl2O2,1289
CHCL2O, [O]C(Cl)Cl , InChI=1S/CHCl2O/c2-1(3)4/h1H ,CHCl2O,1290
CHCL2OH, OC(Cl)Cl ," InChI=1S/CH2Cl2O/c2-1(3)4/h1,4H ",CH2Cl2O,1291
COCL2, ClC(=O)Cl , InChI=1S/CCl2O/c2-1(3)4 ,CCl2O,1292
CCL3OOH, OOC(Cl)(Cl)Cl ," InChI=1S/CHCl3O2/c2-1(3,4)6-5/h5H ",CHCl3O2,1293
CCL3O, [O]C(Cl)(Cl)Cl ," InChI=1S/CCl3O/c2-1(3,4)5 ",CCl3O,1294
CCL3OH, OC(Cl)(Cl)Cl ," InChI=1S/CHCl3O/c2-1(3,4)5/h5H ",CHCl3O,1295
CCL3CH2OOH, OOCC(Cl)(Cl)Cl ," InChI=1S/C2H3Cl3O2/c3-2(4,5)1-7-6/h6H,1H2 ",C2H3Cl3O2,1296
CCL3CH2O, [O]CC(Cl)(Cl)Cl ," InChI=1S/C2H2Cl3O/c3-2(4,5)1-6/h1H2 ",C2H2Cl3O,1297
CCL3CH2OH, OCC(Cl)(Cl)Cl ," InChI=1S/C2H3Cl3O/c3-2(4,5)1-6/h6H,1H2 ",C2H3Cl3O,1298
CCL3CHO, O=CC(Cl)(Cl)Cl ," InChI=1S/C2HCl3O/c3-2(4,5)1-6/h1H ",C2HCl3O,1299
TCEOHOOH, OOC(Cl)(Cl)C(O)(Cl)Cl ," InChI=1S/C2H2Cl4O3/c3-1(4,7)2(5,6)9-8/h7-8H ",C2H2Cl4O3,1300
TCEOHO, OC(Cl)(Cl)C([O])(Cl)Cl ," InChI=1S/C2HCl4O2/c3-1(4,7)2(5,6)8/h7H ",C2HCl4O2,1301
TCE2OH, OC(Cl)(Cl)C(O)(Cl)Cl ," InChI=1S/C2H2Cl4O2/c3-1(4,7)2(5,6)8/h7-8H ",C2H2Cl4O2,1302
C2CL3OHOOH, OOC(Cl)(Cl)C(O)Cl ," InChI=1S/C2H3Cl3O3/c3-1(6)2(4,5)8-7/h1,6-7H ",C2H3Cl3O3,1303
C2CL3OHAO, OC(Cl)C([O])(Cl)Cl ," InChI=1S/C2H2Cl3O2/c3-1(6)2(4,5)7/h1,6H ",C2H2Cl3O2,1304
C2CL32OH, OC(Cl)C(O)(Cl)Cl ," InChI=1S/C2H3Cl3O2/c3-1(6)2(4,5)7/h1,6-7H ",C2H3Cl3O2,1305
C2CL3HOOOH, OOC(Cl)C(O)(Cl)Cl ," InChI=1S/C2H3Cl3O3/c3-1(8-7)2(4,5)6/h1,6-7H ",C2H3Cl3O3,1306
C2CL3OHBO, [O]C(Cl)C(O)(Cl)Cl ," InChI=1S/C2H2Cl3O2/c3-1(6)2(4,5)7/h1,7H ",C2H2Cl3O2,1307
CCL2OHCOCL, ClC(=O)C(O)(Cl)Cl ," InChI=1S/C2HCl3O2/c3-1(6)2(4,5)7/h7H ",C2HCl3O2,1308
C2CL2OHOOH, OOC(Cl)C(O)Cl ," InChI=1S/C2H4Cl2O3/c3-1(5)2(4)7-6/h1-2,5-6H ",C2H4Cl2O3,1309
C2CL2OHO, OC(Cl)C([O])Cl ," InChI=1S/C2H3Cl2O2/c3-1(5)2(4)6/h1-2,5H ",C2H3Cl2O2,1310
C2CL2OH2, OC(Cl)C(O)Cl ," InChI=1S/C2H4Cl2O2/c3-1(5)2(4)6/h1-2,5-6H ",C2H4Cl2O2,1311
CCLOHCOCL, ClC(=O)C(O)Cl ," InChI=1S/C2H2Cl2O2/c3-1(5)2(4)6/h1,5H ",C2H2Cl2O2,1312
DICLETO2H, OOC(Cl)CCl ," InChI=1S/C2H4Cl2O2/c3-1-2(4)6-5/h2,5H,1H2 ",C2H4Cl2O2,1313
DICLETO, ClCC([O])Cl ," InChI=1S/C2H3Cl2O/c3-1-2(4)5/h2H,1H2 ",C2H3Cl2O,1314
CLETAL, ClCC=O ," InChI=1S/C2H3ClO/c3-1-2-4/h2H,1H2 ",C2H3ClO,1315
DICLETOH, ClCC(O)Cl ," InChI=1S/C2H4Cl2O/c3-1-2(4)5/h2,5H,1H2 ",C2H4Cl2O,1316
CH2OHCL2O2H, OCC(OO)(Cl)Cl ," InChI=1S/C2H4Cl2O3/c3-2(4,1-5)7-6/h5-6H,1H2 ",C2H4Cl2O3,1317
CH2OHCL2O, OCC([O])(Cl)Cl ," InChI=1S/C2H3Cl2O2/c3-2(4,6)1-5/h5H,1H2 ",C2H3Cl2O2,1318
CL2OHCH2OH, OCC(O)(Cl)Cl ," InChI=1S/C2H4Cl2O2/c3-2(4,6)1-5/h5-6H,1H2 ",C2H4Cl2O2,1319
CL2OHOOH, OOCC(O)(Cl)Cl ," InChI=1S/C2H4Cl2O3/c3-2(4,5)1-7-6/h5-6H,1H2 ",C2H4Cl2O3,1320
CL2OHCH2O, [O]CC(O)(Cl)Cl ," InChI=1S/C2H3Cl2O2/c3-2(4,6)1-5/h6H,1H2 ",C2H3Cl2O2,1321
CL2OHCHO, O=CC(O)(Cl)Cl ," InChI=1S/C2H2Cl2O2/c3-2(4,6)1-5/h1,6H ",C2H2Cl2O2,1322
CL12PRAOOH, OOCC(Cl)CCl ," InChI=1S/C3H6Cl2O2/c4-1-3(5)2-7-6/h3,6H,1-2H2 ",C3H6Cl2O2,1323
CL12PRAO, [O]CC(Cl)CCl ," InChI=1S/C3H5Cl2O/c4-1-3(5)2-6/h3H,1-2H2 ",C3H5Cl2O,1324
CL12PRAOH, OCC(Cl)CCl ," InChI=1S/C3H6Cl2O/c4-1-3(5)2-6/h3,6H,1-2H2 ",C3H6Cl2O,1325
CL12PRCHO, ClC(CCl)C=O ," InChI=1S/C3H4Cl2O/c4-1-3(5)2-6/h2-3H,1H2 ",C3H4Cl2O,1326
CL12PRBOOH, CC(Cl)(CCl)OO ," InChI=1S/C3H6Cl2O2/c1-3(5,2-4)7-6/h6H,2H2,1H3 ",C3H6Cl2O2,1327
CL12PRBO, ClCC(C)([O])Cl ," InChI=1S/C3H5Cl2O/c1-3(5,6)2-4/h2H2,1H3 ",C3H5Cl2O,1328
CL12PRBOH, ClCC(C)(O)Cl ," InChI=1S/C3H6Cl2O/c1-3(5,6)2-4/h6H,2H2,1H3 ",C3H6Cl2O,1329
CL12PRCOOH, CC(Cl)C(Cl)OO ," InChI=1S/C3H6Cl2O2/c1-2(4)3(5)7-6/h2-3,6H,1H3 ",C3H6Cl2O2,1330
CL12PRCO, [O]C(Cl)C(C)Cl ," InChI=1S/C3H5Cl2O/c1-2(4)3(5)6/h2-3H,1H3 ",C3H5Cl2O,1331
CH3CLCOCL, ClC(=O)C(C)Cl ," InChI=1S/C3H4Cl2O/c1-2(4)3(5)6/h2H,1H3 ",C3H4Cl2O,1332
CL12PRCOH, OC(Cl)C(C)Cl ," InChI=1S/C3H6Cl2O/c1-2(4)3(5)6/h2-3,6H,1H3 ",C3H6Cl2O,1333
CH3CCL2OOH, OOC(C)(Cl)Cl ," InChI=1S/C2H4Cl2O2/c1-2(3,4)6-5/h5H,1H3 ",C2H4Cl2O2,1334
CH3CCL2O, CC([O])(Cl)Cl ," InChI=1S/C2H3Cl2O/c1-2(3,4)5/h1H3 ",C2H3Cl2O,1335
CH3CCL2OH, CC(O)(Cl)Cl ," InChI=1S/C2H4Cl2O/c1-2(3,4)5/h5H,1H3 ",C2H4Cl2O,1336
CHCL2COOH, OOCC(Cl)Cl ," InChI=1S/C2H4Cl2O2/c3-2(4)1-6-5/h2,5H,1H2 ",C2H4Cl2O2,1337
CHCL2CH2O, [O]CC(Cl)Cl ," InChI=1S/C2H3Cl2O/c3-2(4)1-5/h2H,1H2 ",C2H3Cl2O,1338
CHCL2CHO, O=CC(Cl)Cl , InChI=1S/C2H2Cl2O/c3-2(4)1-5/h1-2H ,C2H2Cl2O,1339
CHCL2CHOH, OCC(Cl)Cl ," InChI=1S/C2H4Cl2O/c3-2(4)1-5/h2,5H,1H2 ",C2H4Cl2O,1340
CH2CLCOOH, OOCCCl ," InChI=1S/C2H5ClO2/c3-1-2-5-4/h4H,1-2H2 ",C2H5ClO2,1341
CH2CLCH2O, [O]CCCl , InChI=1S/C2H4ClO/c3-1-2-4/h1-2H2 ,C2H4ClO,1342
CH2CLCH2OH, OCCCl ," InChI=1S/C2H5ClO/c3-1-2-4/h4H,1-2H2 ",C2H5ClO,1343
CH3CHCLOOH, CC(Cl)OO ," InChI=1S/C2H5ClO2/c1-2(3)5-4/h2,4H,1H3 ",C2H5ClO2,1344
CH3CHCLO, CC([O])Cl ," InChI=1S/C2H4ClO/c1-2(3)4/h2H,1H3 ",C2H4ClO,1345
CH3CHCLOH, CC(O)Cl ," InChI=1S/C2H5ClO/c1-2(3)4/h2,4H,1H3 ",C2H5ClO,1346
CH3COCL, CC(=O)Cl , InChI=1S/C2H3ClO/c1-2(3)4/h1H3 ,C2H3ClO,1347
CCL2CL2OOH, OOC(Cl)(Cl)C(Cl)Cl ," InChI=1S/C2H2Cl4O2/c3-1(4)2(5,6)8-7/h1,7H ",C2H2Cl4O2,1348
CHCL2CL2O, ClC(Cl)C([O])(Cl)Cl ," InChI=1S/C2HCl4O/c3-1(4)2(5,6)7/h1H ",C2HCl4O,1349
CHCL2CL2OH, ClC(Cl)C(O)(Cl)Cl ," InChI=1S/C2H2Cl4O/c3-1(4)2(5,6)7/h1,7H ",C2H2Cl4O,1350
CH2CL3OOH, ClCC(Cl)(Cl)OO ," InChI=1S/C2H3Cl3O2/c3-1-2(4,5)7-6/h6H,1H2 ",C2H3Cl3O2,1351
CH2CL3O, ClCC([O])(Cl)Cl ," InChI=1S/C2H2Cl3O/c3-1-2(4,5)6/h1H2 ",C2H2Cl3O,1352
CH2CL3OH, ClCC(O)(Cl)Cl ," InChI=1S/C2H3Cl3O/c3-1-2(4,5)6/h6H,1H2 ",C2H3Cl3O,1353
CH2CLCOCL, ClCC(=O)Cl , InChI=1S/C2H2Cl2O/c3-1-2(4)5/h1H2 ,C2H2Cl2O,1354
CHCL3OOH, OOC(Cl)C(Cl)Cl ," InChI=1S/C2H3Cl3O2/c3-1(4)2(5)7-6/h1-2,6H ",C2H3Cl3O2,1355
CHCL3O, ClC(Cl)C([O])Cl , InChI=1S/C2H2Cl3O/c3-1(4)2(5)6/h1-2H ,C2H2Cl3O,1356
CHCL3OH, ClC(Cl)C(O)Cl ," InChI=1S/C2H3Cl3O/c3-1(4)2(5)6/h1-2,6H ",C2H3Cl3O,1357
CCLNO3COOH, OOCC(Cl)ON(=O)=O ," InChI=1S/C2H4ClNO5/c3-2(1-8-7)9-4(5)6/h2,7H,1H2 ",C2H4ClNO5,1358
CCLNO3CO, [O]CC(Cl)ON(=O)=O ," InChI=1S/C2H3ClNO4/c3-2(1-5)8-4(6)7/h2H,1H2 ",C2H3ClNO4,1359
CCLCONO3, O=CC(Cl)ON(=O)=O , InChI=1S/C2H2ClNO4/c3-2(1-5)8-4(6)7/h1-2H ,C2H2ClNO4,1360
CCLNO3COH, OCC(Cl)ON(=O)=O ," InChI=1S/C2H4ClNO4/c3-2(1-5)8-4(6)7/h2,5H,1H2 ",C2H4ClNO4,1361
CNO3CLOOH, OOC(Cl)CON(=O)=O ," InChI=1S/C2H4ClNO5/c3-2(9-7)1-8-4(5)6/h2,7H,1H2 ",C2H4ClNO5,1362
CNO3CLO, [O]C(Cl)CON(=O)=O ," InChI=1S/C2H3ClNO4/c3-2(5)1-8-4(6)7/h2H,1H2 ",C2H3ClNO4,1363
CNO3CLOH, OC(Cl)CON(=O)=O ," InChI=1S/C2H4ClNO4/c3-2(5)1-8-4(6)7/h2,5H,1H2 ",C2H4ClNO4,1364
CNO3OCL, ClC(=O)CON(=O)=O , InChI=1S/C2H2ClNO4/c3-2(5)1-8-4(6)7/h1H2 ,C2H2ClNO4,1365
CHCLOO, [O-][O+]=CCl , InChI=1S/CHClO2/c2-1-4-3/h1H ,CHClO2,1366
HCL,Cl,InChI=1S/ClH/h1H,ClH,1367
CCLOHCOOH, OOCC(O)Cl ," InChI=1S/C2H5ClO3/c3-2(4)1-6-5/h2,4-5H,1H2 ",C2H5ClO3,1368
CHCLOHCO, [O]CC(O)Cl ," InChI=1S/C2H4ClO2/c3-2(5)1-4/h2,5H,1H2 ",C2H4ClO2,1369
CCLOHCHO, OC(Cl)C=O ," InChI=1S/C2H3ClO2/c3-2(5)1-4/h1-2,5H ",C2H3ClO2,1370
CH2OHCCLOH, OCC(O)Cl ," InChI=1S/C2H5ClO2/c3-2(5)1-4/h2,4-5H,1H2 ",C2H5ClO2,1371
COHCCLOOH, OCC(Cl)OO ," InChI=1S/C2H5ClO3/c3-2(1-4)6-5/h2,4-5H,1H2 ",C2H5ClO3,1372
CH2OHCCLO, OCC([O])Cl ," InChI=1S/C2H4ClO2/c3-2(5)1-4/h2,4H,1H2 ",C2H4ClO2,1373
CH2OHCOCL, OCC(=O)Cl ," InChI=1S/C2H3ClO2/c3-2(5)1-4/h4H,1H2 ",C2H3ClO2,1374
NBUTDAOOH, OOC(C=C)CON(=O)=O ," InChI=1S/C4H7NO5/c1-2-4(10-8)3-9-5(6)7/h2,4,8H,1,3H2 ",C4H7NO5,1375
NBUTDAO, C=CC([O])CON(=O)=O ," InChI=1S/C4H6NO4/c1-2-4(6)3-9-5(7)8/h2,4H,1,3H2 ",C4H6NO4,1376
NBUTDAOH, C=CC(O)CON(=O)=O ," InChI=1S/C4H7NO4/c1-2-4(6)3-9-5(7)8/h2,4,6H,1,3H2 ",C4H7NO4,1377
NMVK, C=CC(=O)CON(=O)=O ," InChI=1S/C4H5NO4/c1-2-4(6)3-9-5(7)8/h2H,1,3H2 ",C4H5NO4,1378
NBUTDBOOH, OOCC=CCON(=O)=O ," InChI=1S/C4H7NO5/c6-5(7)9-3-1-2-4-10-8/h1-2,8H,3-4H2 ",C4H7NO5,1379
NBUTDBNO3, O=N(=O)OCC=CCON(=O)=O ," InChI=1S/C4H6N2O6/c7-5(8)11-3-1-2-4-12-6(9)10/h1-2H,3-4H2 ",C4H6N2O6,1380
NBUTDBO, [O]CC=CCON(=O)=O ," InChI=1S/C4H6NO4/c6-3-1-2-4-9-5(7)8/h1-2H,3-4H2 ",C4H6NO4,1381
BUTDANO3, OCC=CCON(=O)=O ," InChI=1S/C4H7NO4/c6-3-1-2-4-9-5(7)8/h1-2,6H,3-4H2 ",C4H7NO4,1382
NC3CHO, O=CC=CCON(=O)=O ," InChI=1S/C4H5NO4/c6-3-1-2-4-9-5(7)8/h1-3H,4H2 ",C4H5NO4,1383
ACROO, [O-][O+]=CC=C ," InChI=1S/C3H4O2/c1-2-3-5-4/h2-3H,1H2 ",C3H4O2,1384
BUTDAOOH, OOCC=CCO ," InChI=1S/C4H8O3/c5-3-1-2-4-7-6/h1-2,5-6H,3-4H2 ",C4H8O3,1385
BUTDAO, OCC=CC[O] ," InChI=1S/C4H7O2/c5-3-1-2-4-6/h1-2,5H,3-4H2 ",C4H7O2,1386
BUTDAOH, OCC=CCO ," InChI=1S/C4H8O2/c5-3-1-2-4-6/h1-2,5-6H,3-4H2 ",C4H8O2,1387
HC3CHO, OCC=CC=O ," InChI=1S/C4H6O2/c5-3-1-2-4-6/h1-3,6H,4H2 ",C4H6O2,1388
BUTDBOOH, OCC(OO)C=C ," InChI=1S/C4H8O3/c1-2-4(3-5)7-6/h2,4-6H,1,3H2 ",C4H8O3,1389
BUTDBNO3, OCC(C=C)ON(=O)=O ," InChI=1S/C4H7NO4/c1-2-4(3-6)9-5(7)8/h2,4,6H,1,3H2 ",C4H7NO4,1390
BUTDBO, [O]C(CO)C=C ," InChI=1S/C4H7O2/c1-2-4(6)3-5/h2,4-5H,1,3H2 ",C4H7O2,1391
BUTDBOH, OC(CO)C=C ," InChI=1S/C4H8O2/c1-2-4(6)3-5/h2,4-6H,1,3H2 ",C4H8O2,1392
MVKOH, OCC(=O)C=C ," InChI=1S/C4H6O2/c1-2-4(6)3-5/h2,5H,1,3H2 ",C4H6O2,1393
BUTDCOOH, OC(COO)C=C ," InChI=1S/C4H8O3/c1-2-4(5)3-7-6/h2,4-6H,1,3H2 ",C4H8O3,1394
BUTDCO, OC(C[O])C=C ," InChI=1S/C4H7O2/c1-2-4(6)3-5/h2,4,6H,1,3H2 ",C4H7O2,1395
HC3CCHO, C=CC(O)C=O ," InChI=1S/C4H6O2/c1-2-4(6)3-5/h2-4,6H,1H2 ",C4H6O2,1396
NISOPOOH, OOCC=C(C)CON(=O)=O ," InChI=1S/C5H9NO5/c1-5(2-3-11-9)4-10-6(7)8/h2,9H,3-4H2,1H3 ",C5H9NO5,1397
NISOPNO3, CC(=CCON(=O)=O)CON(=O)=O ," InChI=1S/C5H8N2O6/c1-5(4-13-7(10)11)2-3-12-6(8)9/h2H,3-4H2,1H3 ",C5H8N2O6,1398
NISOPO, [O]CC=C(C)CON(=O)=O ," InChI=1S/C5H8NO4/c1-5(2-3-7)4-10-6(8)9/h2H,3-4H2,1H3 ",C5H8NO4,1399
ISOPCNO3, OCC=C(C)CON(=O)=O ," InChI=1S/C5H9NO4/c1-5(2-3-7)4-10-6(8)9/h2,7H,3-4H2,1H3 ",C5H9NO4,1400
NC4CHO, O=CC=C(C)CON(=O)=O ," InChI=1S/C5H7NO4/c1-5(2-3-7)4-10-6(8)9/h2-3H,4H2,1H3 ",C5H7NO4,1401
MGLOOA, [O-][O+]=CC(=O)C ," InChI=1S/C3H4O3/c1-3(4)2-6-5/h2H,1H3 ",C3H4O3,1402
HMVKAO2, CC(=O)C(O)CO[O] ," InChI=1S/C4H7O4/c1-3(5)4(6)2-8-7/h4,6H,2H2,1H3 ",C4H7O4,1403
HMVKBO2, OCC(O[O])C(=O)C ," InChI=1S/C4H7O4/c1-3(6)4(2-5)8-7/h4-5H,2H2,1H3 ",C4H7O4,1404
MACROO, [O-][O+]=CC(=C)C ," InChI=1S/C4H6O2/c1-4(2)3-6-5/h3H,1H2,2H3 ",C4H6O2,1405
MVKOO, [O-][O+]=C(C)C=C ," InChI=1S/C4H6O2/c1-3-4(2)6-5/h3H,1H2,2H3 ",C4H6O2,1406
MVKO2, [O]OCC(=O)C=C ," InChI=1S/C4H5O3/c1-2-4(5)3-7-6/h2H,1,3H2 ",C4H5O3,1407
CISOPAO2, [O]OC/C=C(\CO)/C ," InChI=1S/C5H9O3/c1-5(4-6)2-3-8-7/h2,6H,3-4H2,1H3/b5-2- ",C5H9O3,1408
ISOPBO2, OCC(C)(O[O])C=C ," InChI=1S/C5H9O3/c1-3-5(2,4-6)8-7/h3,6H,1,4H2,2H3 ",C5H9O3,1409
CISOPCO2, [O]OC/C(=C\CO)/C ," InChI=1S/C5H9O3/c1-5(2-3-6)4-8-7/h2,6H,3-4H2,1H3/b5-2- ",C5H9O3,1410
ISOPDO2, OCC(O[O])C(=C)C ," InChI=1S/C5H9O3/c1-4(2)5(3-6)8-7/h5-6H,1,3H2,2H3 ",C5H9O3,1411
ISOP34OOH, CC(=C)C(COO)O ," InChI=1S/C5H10O3/c1-4(2)5(6)3-8-7/h5-7H,1,3H2,2H3 ",C5H10O3,1412
ISOP34NO3, [O-][N+](=O)OCC(C(=C)C)O ," InChI=1S/C5H9NO4/c1-4(2)5(7)3-10-6(8)9/h5,7H,1,3H2,2H3 ",C5H9NO4,1413
ISOP34O, CC(=C)C(C[O])O ," InChI=1S/C5H9O2/c1-4(2)5(7)3-6/h5,7H,1,3H2,2H3 ",C5H9O2,1414
HC4CHO, CC(=C)C(C=O)O ," InChI=1S/C5H8O2/c1-4(2)5(7)3-6/h3,5,7H,1H2,2H3 ",C5H8O2,1415
ISOPDOH, CC(=C)C(O)CO ," InChI=1S/C5H10O2/c1-4(2)5(7)3-6/h5-7H,1,3H2,2H3 ",C5H10O2,1416
NC526O2, O=CCC(CO[N+](=O)[O-])(O[O])C ," InChI=1S/C5H8NO6/c1-5(12-10,2-3-7)4-11-6(8)9/h3H,2,4H2,1H3 ",C5H8NO6,1417
CO2C3OOB, [O-][O+]=C(CC=O)C ," InChI=1S/C4H6O3/c1-4(7-6)2-3-5/h3H,2H2,1H3 ",C4H6O3,1418
C530O2, O=CCC(O[O])(CO)C ," InChI=1S/C5H9O4/c1-5(4-7,9-8)2-3-6/h3,7H,2,4H2,1H3 ",C5H9O4,1419
M3BU3ECO3, CC(=C)CC(=O)O[O] ," InChI=1S/C5H7O3/c1-4(2)3-5(6)8-7/h1,3H2,2H3 ",C5H7O3,1420
C45O2, CC(=C)CO[O] ," InChI=1S/C4H7O2/c1-4(2)3-6-5/h1,3H2,2H3 ",C4H7O2,1421
NC51O2, [O]OC(CC(=O)C)CO[N+](=O)[O-] ," InChI=1S/C5H8NO6/c1-4(7)2-5(12-10)3-11-6(8)9/h5H,2-3H2,1H3 ",C5H8NO6,1422
CO2C3OOA, [O-][O+]=CCC(=O)C ," InChI=1S/C4H6O3/c1-4(5)2-3-7-6/h3H,2H2,1H3 ",C4H6O3,1423
C51O2, OCC(O[O])CC(=O)C ," InChI=1S/C5H9O4/c1-4(7)2-5(3-6)9-8/h5-6H,2-3H2,1H3 ",C5H9O4,1424
CH2CHCH2O2, [O]OCC=C ," InChI=1S/C3H5O2/c1-2-3-5-4/h2H,1,3H2 ",C3H5O2,1425
ISOPAO2, [O]OC/C=C(/CO)C ," InChI=1S/C5H9O3/c1-5(4-6)2-3-8-7/h2,6H,3-4H2,1H3/b5-2+ ",C5H9O3,1426
ISOPCO2, [O]OC/C(=C/CO)/C ," InChI=1S/C5H9O3/c1-5(2-3-6)4-8-7/h2,6H,3-4H2,1H3/b5-2+ ",C5H9O3,1427
CHOOCH2OOH, OOCOC=O ," InChI=1S/C2H4O4/c3-1-5-2-6-4/h1,4H,2H2 ",C2H4O4,1428
CHOOCH2NO3, O=COCON(=O)=O ," InChI=1S/C2H3NO5/c4-1-7-2-8-3(5)6/h1H,2H2 ",C2H3NO5,1429
CHOOCH2O, [O]COC=O ," InChI=1S/C2H3O3/c3-1-5-2-4/h1H,2H2 ",C2H3O3,1430
CHOOCH2OH, OCOC=O ," InChI=1S/C2H4O3/c3-1-5-2-4/h1,4H,2H2 ",C2H4O3,1431
